100.000000,1.931836,0.057759
200.000000,2.149257,1.780604
300.000000,2.699785,2.113342
400.000000,3.418864,1.908242
500.000000,4.388273,14.817364
600.000000,7.393242,2.541540
700.000000,9.658189,1.694234
800.000000,12.718013,3.168575
900.000000,15.487611,3.859619
1000.000000,19.433067,3.403873
1100.000000,23.625864,2.057899
1200.000000,27.474577,1.012306
1300.000000,32.952938,0.626061
1400.000000,37.582587,0.416642
1500.000000,43.256382,0.193749
1600.000000,48.824522,0.393606
1700.000000,54.439517,0.320634
1800.000000,60.006641,0.480083
1900.000000,66.293839,0.329629
2000.000000,72.286823,1.541440
2100.000000,79.479599,0.713218
2200.000000,85.261151,0.551324
2300.000000,92.488836,0.378800
2400.000000,99.443272,0.497859
2500.000000,107.243384,0.745655
2600.000000,115.168229,1.107766
2700.000000,123.624112,0.297662
2800.000000,131.692075,0.376982
2900.000000,141.036099,0.908075
3000.000000,149.491493,0.439008
3100.000000,157.641680,0.442286
3200.000000,167.789555,0.387815
3300.000000,177.827729,0.444774
3400.000000,188.649803,0.786316
3500.000000,199.761108,0.665929
3600.000000,209.835181,0.476713
3700.000000,220.706129,0.480357
3800.000000,231.642896,0.245847
3900.000000,243.144160,0.383899
4000.000000,253.746823,0.326742
4100.000000,265.515368,0.401575
4200.000000,277.673875,0.410814
4300.000000,290.233246,0.284676
4400.000000,303.588526,0.238501
4500.000000,316.725412,0.210759
4600.000000,329.768546,0.629686
4700.000000,343.478902,0.249907
4800.000000,357.338853,0.294491
4900.000000,373.723060,0.507529
