2.000000,51.020916
3.000000,50.814190
4.000000,50.585777
5.000000,50.285244
6.000000,49.900585
7.000000,49.428898
8.000000,48.870159
9.000000,48.225533
10.000000,47.496819
11.000000,46.686211
12.000000,45.796192
13.000000,44.829494
14.000000,43.789047
15.000000,42.677990
16.000000,41.499619
17.000000,40.257416
18.000000,38.955017
19.000000,37.596184
20.000000,36.184826
21.000000,34.724972
22.000000,33.220753
23.000000,31.676397
24.000000,30.096230
25.000000,28.484638
26.000000,26.846069
27.000000,25.185022
28.000000,23.506039
29.000000,21.813662
30.000000,20.112453
31.000000,18.406975
32.000000,16.701763
33.000000,15.001314
34.000000,13.310105
35.000000,11.632532
36.000000,9.972919
37.000000,8.335529
38.000000,6.724511
39.000000,5.143909
40.000000,3.597648
41.000000,2.089533
42.000000,0.623215
43.000000,-0.797807
44.000000,-2.170181
45.000000,-3.490743
46.000000,-4.756506
47.000000,-5.964659
48.000000,-7.112603
49.000000,-8.197939
50.000000,-9.218470
51.000000,-10.172218
52.000000,-11.057432
53.000000,-11.872585
54.000000,-12.616384
55.000000,-13.287748
56.000000,-13.885851
57.000000,-14.410101
58.000000,-14.860143
59.000000,-15.235847
60.000000,-15.537349
61.000000,-15.764981
62.000000,-15.919346
63.000000,-16.001259
64.000000,-16.011763
65.000000,-15.952129
66.000000,-15.823851
67.000000,-15.628626
68.000000,-15.368364
69.000000,-15.045174
70.000000,-14.661358
71.000000,-14.219398
72.000000,-13.721964
73.000000,-13.171880
74.000000,-12.572130
75.000000,-11.925854
76.000000,-11.236315
77.000000,-10.506912
78.000000,-9.741158
79.000000,-8.942656
80.000000,-8.115112
81.000000,-7.262306
82.000000,-6.388083
83.000000,-5.496343
84.000000,-4.591020
85.000000,-3.676082
86.000000,-2.755503
87.000000,-1.833264
88.000000,-0.913333
89.000000,0.000352
90.000000,0.903889
91.000000,1.793430
92.000000,2.665184
93.000000,3.515443
94.000000,4.340586
95.000000,5.137092
96.000000,5.901553
97.000000,6.630685
98.000000,7.321336
99.000000,7.970501
100.000000,8.575330
101.000000,9.133134
102.000000,9.641399
103.000000,10.097794
104.000000,10.500175
105.000000,10.846592
106.000000,11.135301
107.000000,11.364765
108.000000,11.533667
109.000000,11.640902
110.000000,11.685585
111.000000,11.667067
112.000000,11.584916
113.000000,11.438938
114.000000,11.229163
115.000000,10.955858
116.000000,10.619518
117.000000,10.220866
118.000000,9.760855
119.000000,9.240653
120.000000,8.661671
121.000000,8.025517
122.000000,7.334022
123.000000,6.589216
124.000000,5.793337
125.000000,4.948812
126.000000,4.058259
127.000000,3.124472
128.000000,2.150415
129.000000,1.139215
130.000000,0.094149
131.000000,-0.981364
132.000000,-2.083787
133.000000,-3.209429
134.000000,-4.354525
135.000000,-5.515197
136.000000,-6.687490
137.000000,-7.867373
138.000000,-9.050758
139.000000,-10.233509
140.000000,-11.411450
141.000000,-12.580405
142.000000,-13.736158
143.000000,-14.874526
144.000000,-15.991344
145.000000,-17.082458
146.000000,-18.143772
147.000000,-19.171257
148.000000,-20.160942
149.000000,-21.108952
150.000000,-22.011497
151.000000,-22.864902
152.000000,-23.665611
153.000000,-24.410196
154.000000,-25.095379
155.000000,-25.718025
156.000000,-26.275175
157.000000,-26.764027
158.000000,-27.181984
159.000000,-27.526617
160.000000,-27.795719
161.000000,-27.987267
162.000000,-28.099466
163.000000,-28.130730
164.000000,-28.079712
165.000000,-27.945286
166.000000,-27.726562
167.000000,-27.422886
168.000000,-27.033844
169.000000,-26.559261
170.000000,-25.999222
171.000000,-25.354042
172.000000,-24.624283
173.000000,-23.810741
174.000000,-22.914471
175.000000,-21.936756
176.000000,-20.879108
177.000000,-19.743286
178.000000,-18.531269
179.000000,-17.245255
180.000000,-15.887659
181.000000,-14.461108
182.000000,-12.968406
183.000000,-11.412618
184.000000,-9.796932
185.000000,-8.124727
186.000000,-6.399556
187.000000,-4.625125
188.000000,-2.805287
189.000000,-0.944031
190.000000,0.954533
191.000000,2.886176
192.000000,4.846577
193.000000,6.831326
194.000000,8.835963
195.000000,10.855888
196.000000,12.886532
197.000000,14.923265
198.000000,16.961433
199.000000,18.996376
200.000000,21.023439
201.000000,23.037987
202.000000,25.035414
203.000000,27.011162
204.000000,28.960732
205.000000,30.879698
206.000000,32.763710
207.000000,34.608536
208.000000,36.410027
209.000000,38.164173
210.000000,39.867096
211.000000,41.515053
212.000000,43.104465
213.000000,44.631950
214.000000,46.094193
215.000000,47.488174
216.000000,48.811028
217.000000,50.060089
218.000000,51.232899
219.000000,52.327225
220.000000,53.341042
221.000000,54.272560
222.000000,55.120216
223.000000,55.882694
224.000000,56.558899
225.000000,57.147984
226.000000,57.649368
227.000000,58.062672
228.000000,58.387810
229.000000,58.624901
230.000000,58.774338
231.000000,58.836735
232.000000,58.812958
233.000000,58.704109
234.000000,58.511520
235.000000,58.236744
236.000000,57.881577
237.000000,57.448002
238.000000,56.938248
239.000000,56.354713
240.000000,55.700008
241.000000,54.976936
242.000000,54.188461
243.000000,53.337730
244.000000,52.428032
245.000000,51.462814
246.000000,50.445667
247.000000,49.380280
248.000000,48.270493
249.000000,47.120209
250.000000,45.933445
251.000000,44.714287
252.000000,43.466888
253.000000,42.195438
254.000000,40.904182
255.000000,39.597378
256.000000,38.279297
257.000000,36.954208
258.000000,35.626373
259.000000,34.300007
260.000000,32.979294
261.000000,31.668364
262.000000,30.371275
263.000000,29.091984
264.000000,27.834427
265.000000,26.602364
266.000000,25.399464
267.000000,24.229261
268.000000,23.095160
269.000000,22.000422
270.000000,20.948135
