100.000000,1.970477,0.147648
200.000000,2.171392,0.341475
300.000000,2.939039,0.675759
400.000000,4.016919,1.281937
500.000000,5.326940,0.603445
600.000000,8.141001,0.288933
700.000000,10.265513,0.136959
800.000000,12.673447,0.284521
900.000000,15.391631,0.164151
1000.000000,18.435536,0.195496
1100.000000,22.407809,0.153990
1200.000000,26.451738,0.199253
1300.000000,30.658140,0.116295
1400.000000,35.531972,0.097397
1500.000000,40.249782,0.112474
1600.000000,45.647891,0.081150
1700.000000,50.776454,0.083942
1800.000000,56.281145,0.179437
1900.000000,62.189097,0.087427
2000.000000,68.203058,0.116919
2100.000000,77.314857,0.114647
2200.000000,84.813231,0.150929
2300.000000,88.046552,0.114789
2400.000000,95.001925,0.112990
2500.000000,102.719669,0.136643
2600.000000,110.922775,0.252701
2700.000000,121.980620,0.248798
2800.000000,127.540194,0.151693
2900.000000,142.834616,0.522220
3000.000000,151.534558,0.217925
3100.000000,163.357147,0.091800
3200.000000,174.073409,0.116414
3300.000000,184.359091,0.126046
3400.000000,197.540863,0.212988
3500.000000,212.351389,0.611203
3600.000000,223.016085,0.148352
3700.000000,231.717397,0.249184
3800.000000,231.839066,0.303897
3900.000000,247.994556,0.156796
4000.000000,258.277063,0.236426
4100.000000,267.024683,0.202076
4200.000000,277.095066,0.243312
4300.000000,289.074233,0.196642
4400.000000,302.587250,0.152764
4500.000000,316.785944,0.258655
4600.000000,329.166523,0.101904
4700.000000,345.308732,0.181940
4800.000000,360.611873,0.319458
4900.000000,374.168224,0.263951
