100.000000,1.943803,0.055329
200.000000,2.152246,1.263036
300.000000,2.677840,2.809758
400.000000,3.421852,2.703066
500.000000,4.398241,2.831680
600.000000,7.211720,3.673341
700.000000,9.486637,2.145061
800.000000,12.674116,1.517723
900.000000,15.756875,3.781122
1000.000000,19.972602,3.407642
1100.000000,23.561009,0.635486
1200.000000,28.121816,1.526004
1300.000000,32.503103,0.573349
1400.000000,37.745087,0.438175
1500.000000,43.317191,0.323562
1600.000000,48.854388,0.602275
1700.000000,53.877955,0.283911
1800.000000,59.976653,0.491246
1900.000000,66.210984,0.406320
2000.000000,72.074310,0.931023
2100.000000,78.583905,0.448520
2200.000000,86.017053,0.531976
2300.000000,92.221424,0.233577
2400.000000,99.124578,0.306633
2500.000000,106.888737,0.595363
2600.000000,114.521581,0.451385
2700.000000,122.925282,0.573184
2800.000000,131.295137,0.545958
2900.000000,140.267361,0.400847
3000.000000,148.545395,0.290293
3100.000000,157.855707,0.444411
3200.000000,167.725512,0.418153
3300.000000,177.982257,0.396361
3400.000000,187.499009,1.038112
3500.000000,198.943513,0.417203
3600.000000,209.536382,0.593880
3700.000000,219.919786,0.351723
3800.000000,230.879601,0.459238
3900.000000,242.949486,0.452603
4000.000000,255.580784,0.947160
4100.000000,267.351377,0.553053
4200.000000,278.830733,0.374206
4300.000000,292.331729,0.277478
4400.000000,303.806407,0.295506
4500.000000,315.194605,0.307430
4600.000000,330.144671,0.230277
4700.000000,344.530967,0.268203
4800.000000,355.669340,0.311547
4900.000000,371.613752,0.336332
