100.000000,2.290842,0.100221
200.000000,3.183491,1.854299
300.000000,3.755964,0.130398
400.000000,4.503958,0.507527
500.000000,5.785535,0.466538
600.000000,8.535186,0.706585
700.000000,10.873935,0.362731
800.000000,13.464011,0.479228
900.000000,19.932860,0.432262
1000.000000,20.820196,0.490562
1100.000000,24.755147,0.178146
1200.000000,28.222099,0.589632
1300.000000,32.639490,1.677652
1400.000000,37.625031,0.580887
1500.000000,42.855219,1.174196
1600.000000,57.765908,0.832628
1700.000000,60.152882,1.139185
1800.000000,67.051814,0.483031
1900.000000,74.789407,0.505293
2000.000000,80.526385,0.577242
2100.000000,88.123973,0.533149
2200.000000,95.123270,0.370029
2300.000000,102.940214,0.405926
2400.000000,112.035231,0.364284
2500.000000,119.966522,76.835182
2600.000000,128.655094,1.366235
2700.000000,138.468851,2.237872
2800.000000,147.586469,0.380174
2900.000000,157.101146,0.364467
3000.000000,156.070322,0.267969
3100.000000,159.126326,0.542170
3200.000000,168.901706,0.279503
3300.000000,178.989774,0.690461
3400.000000,189.795679,0.392024
3500.000000,200.219063,0.347894
3600.000000,211.452269,0.397130
3700.000000,223.017888,0.376448
3800.000000,234.094986,0.512376
3900.000000,246.109681,0.534331
4000.000000,256.767409,1.268897
4100.000000,280.569963,0.655630
4200.000000,305.758912,0.224715
4300.000000,315.091767,0.235055
4400.000000,311.965403,0.255002
4500.000000,314.440429,0.276604
4600.000000,326.883166,0.561659
4700.000000,340.874765,0.233374
4800.000000,354.857387,0.284886
4900.000000,370.740880,0.232741
